id,New-Identifiers-words-AVG,New-Identifiers-words-MIN,New-Abstractness-words-AVG,New-Abstractness-words-MAX,New-Abstractness-words-MIN,New-Commented-words-AVG,New-Commented-words-MAX,New-Synonym-commented-words-AVG,New-Synonym-commented-words-MAX,New-Comments-readability,New-Number-of-senses-AVG,New-Number-of-senses-MAX,New-Semantic-Text-Coherence-Standard-@-0.1,New-Semantic-Text-Coherence-Normalized-@-0.3,New-Text-Coherence-AVG,New-Text-Coherence-MIN,New-Text-Coherence-MAX,BW-Avg-Assignment,BW-Avg-blank-lines,BW-Avg-commas,BW-Avg-comments,BW-Avg-comparisons,BW-Avg-Identifiers-Length,BW-Avg-conditionals,BW-Avg-indentation-length,BW-Avg-keywords,BW-Avg-line-length,BW-Avg-loops,BW-Avg-number-of-identifiers,BW-Avg-numbers,BW-Avg-operators,BW-Avg-parenthesis,BW-Avg-periods,BW-Avg-spaces,BW-Max-Identifiers-Length,BW-Max-indentation,BW-Max-keywords,BW-Max-line-length,BW-Max-number-of-identifiers,BW-Max-numbers,BW-Max-char,BW-Max-words,Posnett-entropy,Posnett-volume,Posnett-lines,Dorn-DFT-Assignments,Dorn-DFT-Commas,Dorn-DFT-Comments,Dorn-DFT-Comparisons,Dorn-DFT-Conditionals,Dorn-DFT-Indentations,Dorn-DFT-Keywords,Dorn-DFT-LineLengths,Dorn-DFT-Loops,Dorn-DFT-Identifiers,Dorn-DFT-Numbers,Dorn-DFT-Operators,Dorn-DFT-Parenthesis,Dorn-DFT-Periods,Dorn-DFT-Spaces,Dorn-Visual-X-Comments,Dorn-Visual-Y-Comments,Dorn-Visual-X-Identifiers,Dorn-Visual-Y-Identifiers,Dorn-Visual-X-Keywords,Dorn-Visual-Y-Keywords,Dorn-Visual-X-Numbers,Dorn-Visual-Y-Numbers,Dorn-Visual-X-Strings,Dorn-Visual-Y-Strings,Dorn-Visual-X-Literals,Dorn-Visual-Y-Literals,Dorn-Visual-X-Operators,Dorn-Visual-Y-Operators,Dorn-Areas-Comments,Dorn-Areas-Identifiers,Dorn-Areas-Keywords,Dorn-Areas-Numbers,Dorn-Areas-Strings,Dorn-Areas-Literals,Dorn-Areas-Operators,Dorn-Areas-Identifiers/Comments,Dorn-Areas-Keywords/Comments,Dorn-Areas-Numbers/Comments,Dorn-Areas-Strings/Comments,Dorn-Areas-Literals/Comments,Dorn-Areas-Operators/Comments,Dorn-Areas-Keywords/Identifiers,Dorn-Areas-Numbers/Identifiers,Dorn-Areas-Strings/Identifiers,Dorn-Areas-Literals/Identifiers,Dorn-Areas-Operators/Identifiers,Dorn-Areas-Numbers/Keywords,Dorn-Areas-Strings/Keywords,Dorn-Areas-Literals/Keywords,Dorn-Areas-Operators/Keywords,Dorn-Areas-Strings/Numbers,Dorn-Areas-Literals/Numbers,Dorn-Areas-Operators/Numbers,Dorn-Areas-Literals/Strings,Dorn-Areas-Operators/Strings,Dorn-Areas-Operators/Literals,Dorn-align-blocks,Dorn-align-extent,Readable
Scalabrino124,0.859649,0,4.566038,8,0,0.035088,1,1.867647,10,0,9.719298,57,11,1,0.439941,1,0.439941,0.142857,0,0.142857,0.066667,0.285714,8.029412,0,8.571429,0.785714,37.214286,0,2.5,0.071429,0,1.071429,0.5,10.214286,46,16,3,73,6,1,143,3,4.404349,523.05479,14,14,14,1,14,1,14,14,11,1,11,14,1,12,14,1,0,0,72.928571,12.702703,72.857143,12.905405,0,0,0,0,0,0,72.857143,12.675676,0,0.525912,0.097889,0,0,0,0.101727,0,0,0,0,0,0,0.186131,0,0,0,0.193431,0,0,0,1.039216,0,0,0,0,0,0,10,10,3.22
Scalabrino125,0.861111,0,3.969388,9,0,0,0,3.59322,10,0,9.861111,45,16,1,0.487036,0.308607,0.707107,0.25,0,0.15,0.047619,0.2,9.583333,0.1,10.95,0.5,48.75,0,3.15,0,0.1,1.05,0.45,13.5,24,31,2,89,11,0,275,15,4.325711,767.564442,20,20,20,1,19,20,20,18,19,1,19,1,20,19,20,1,0,0,89,18.744444,88.9,18.855556,0,0,88.95,18.688889,0,0,88.8,18.711111,0,0.548454,0.042268,0,0.061856,0,0.080412,0,0,0,0,0,0,0.077068,0,0.112782,0,0.146617,0,1.463415,0,1.902439,0,0,0,0,1.3,0,18,18,2.89
Scalabrino126,0.891566,0,3.756757,9,0,0.289157,3,1.4,8,99.905,6.277108,45,12,1,0.586302,1,0.586302,0.133333,0,0.4,0.423077,0.266667,12.975,0,0.8,0.466667,44.066667,0.066667,2.6,0,0,1,0.466667,3.133333,30,12,2,163,9,0,126,9,4.826276,549.681831,25,15,15,25,15,1,1,14,21,15,13,1,1,15,15,15,165,24,164.96,23.831325,165,23.837349,0,0,0,0,0,0,164.84,23.825301,0.422948,0.434673,0.030151,0,0,0,0.048576,1.027723,0.071287,0,0,0,0.114851,0.069364,0,0,0,0.111753,0,0,0,1.611111,0,0,0,0,0,0,30,44,3.11
Scalabrino127,0.892523,0,3.513089,10,0,0.004673,1,3.092166,15,31.545,8.551402,37,18,0.5,0,1,0,0.04878,0.285714,0,0.033333,0,13.102804,0,0,0.103448,58.310345,0,3.724138,0,0,1.609756,1.586207,2.241379,27,0,3,125,8,0,161,27,4.730501,1698.343985,42,41,1,38,1,1,29,41,39,1,38,1,1,38,29,41,127,41,126.952381,40.382813,127,40.039063,0,0,0,0,0,0,126.952381,40.71875,0.027283,0.780624,0.008909,0,0,0,0.115813,28.612245,0.326531,0,0,0,4.244898,0.011412,0,0,0,0.148359,0,0,0,13,0,0,0,0,0,0,95,141,2.78
Scalabrino128,0.8125,0,4.192308,10,0,0.015625,1,0.746269,6,0,7.4375,37,7,0.857143,0,1,0,0.090909,0.272727,0,0.111111,0,12.666667,0,0,0.375,58.375,0,3.75,0,0,1.454545,1.625,2.375,22,0,3,125,8,0,39,6,4.88217,412.17881,11,11,1,11,1,1,8,11,11,1,8,1,1,11,11,10,0,0,126.909091,9.71875,127,9.765625,0,0,0,0,0,0,126.818182,9.8125,0,0.793319,0.033403,0,0,0,0.108559,0,0,0,0,0,0,0.042105,0,0,0,0.136842,0,0,0,3.25,0,0,0,0,0,0,5,5,3.33
Scalabrino129,0.791045,0,4.621212,10,0,0.029851,1,2.013158,6,34.59,6.761194,45,15,0.933333,0.32804,0,0.969223,0.12,0,0,0.038462,0,6.680851,0,0,0.36,19.56,0,1.88,0.2,0.04,0.92,0.4,1.88,35,0,2,54,6,2,49,8,4.838531,644.819071,26,25,1,26,1,1,25,25,26,1,25,1,25,20,25,25,58,25,58,24.949153,58,24.525424,0,0,57.961538,24.864407,0,0,57.961538,24.864407,0.03259,0.413379,0.070326,0,0.164666,0,0.125214,12.684211,2.157895,0,5.052632,0,3.842105,0.170124,0,0.39834,0,0.302905,0,2.341463,0,1.780488,0,0,0,0,0.760417,0,16,16,4.11
Scalabrino130,0.8,0,4.579208,10,0,0.091667,1,4.62449,11,100,5.895833,45,26,0.7,0.442716,0.201008,0.866025,0.228571,0.027778,0.514286,0.028571,0,8.304348,0,7.764706,0.147059,58.411765,0,4.647059,0.294118,0,1.485714,2.235294,9.176471,44,18,2,109,10,6,320,15,4.816135,1906.752296,36,35,34,36,1,1,35,35,35,1,34,34,1,35,35,1,109,34.681818,108.972222,34.872727,109,34.827273,109,35,109,34.890909,0,0,108.916667,34.854545,0.025515,0.465162,0.011286,0.01472,0.235034,0,0.095191,18.230769,0.442308,0.576923,9.211538,0,3.730769,0.024262,0.031646,0.505274,0,0.204641,1.304348,20.826087,0,8.434783,15.966667,0,6.466667,0,0.40501,0,141,389,3.22
Scalabrino131,0.791667,0,4.546961,10,0,0.291667,3,4.797297,14,100,6,45,25,0.884615,0.418595,0.19518,0.820413,0.2,0,0.466667,0.032258,0,8.02,0,7.2,0.2,58.9,0,4.9,0.266667,0.033333,1.533333,2.433333,8.566667,56,12,2,97,11,5,274,9,4.77305,1704.489596,31,29,29,31,1,1,1,30,30,1,30,29,30,30,30,1,0,30,112,29.884956,111.935484,29.761062,112,30,112,29.929204,0,0,111.806452,29.884956,0.057097,0.440235,0.014941,0.010139,0.2508,0,0.089648,7.71028,0.261682,0.17757,4.392523,0,1.570093,0.033939,0.02303,0.569697,0,0.203636,0.678571,16.785714,0,6,24.736842,0,8.842105,0,0.357447,0,181,497,3.33
Scalabrino132,0.868687,0,5.595506,10,0,0,0,1.872881,12,0,4.959596,37,15,0.882353,0.50179,0.157135,0.848528,0.107143,0.142857,0.142857,0.04,0.035714,12.471698,0.041667,10.75,0.791667,47.333333,0,2.333333,0,0,0.678571,0.416667,12.666667,33,18,2,152,10,0,304,10,4.343177,796.180943,28,27,28,28,28,28,28,27,28,1,28,1,1,28,28,28,0,0,151.964286,26.686275,151.857143,26.771242,0,0,0,0,0,0,152,26.732026,0,0.581866,0.090669,0,0,0,0.059859,0,0,0,0,0,0,0.155825,0,0,0,0.102874,0,0,0,0.660194,0,0,0,0,0,0,9,9,2.89
Scalabrino133,0.771429,0,3.757576,9,0,0.028571,1,1.552632,5,0,7.285714,45,9,1,0,1,0,0.3,0,0,0.090909,0,7.409091,0,0,0.3,22.5,0,2.2,0,0,0.9,0.5,1.5,64,0,2,80,4,0,22,3,4.823992,269.343659,10,10,1,1,1,1,1,10,10,1,1,1,1,1,10,10,0,0,80.9,8.743902,81,8.939024,0,0,0,0,0,0,80.9,8.609756,0,0.676349,0.053942,0,0,0,0.141079,0,0,0,0,0,0,0.079755,0,0,0,0.208589,0,0,0,2.615385,0,0,0,0,0,0,6,6,4.56
Scalabrino134,0.791045,0,4.492063,10,0,0.179104,4,3.87234,16,94.83,10.507463,45,22,0.846154,0,1,0,0.285714,0.028571,0.071429,0.035714,0.142857,6.568182,0,0,0.259259,30.148148,0,3.259259,0.037037,0.035714,1.392857,1.037037,1.925926,57,0,3,90,8,4,165,15,4.894536,1341.275454,35,28,28,35,28,1,28,28,35,1,27,28,28,28,28,28,95.257143,34,119,33.775,118.885714,33.841667,0,0,119,33.808333,0,0,118.971429,33.766667,0.436095,0.348748,0.017983,0,0.032755,0,0.092486,0.799705,0.041237,0,0.07511,0,0.212077,0.051565,0,0.093923,0,0.265193,0,1.821429,0,5.142857,0,0,0,0,2.823529,0,68,85,3.78
Scalabrino135,0.909722,0,4.206107,10,0,0.03125,1,3.757862,24,0,8.694444,37,29,0.625,0,1,0,0.216216,0.081081,0.405405,0.028571,0,9.047059,0,0,0.882353,62.588235,0,5.029412,0.235294,0.297297,1.810811,2.088235,4.117647,33,0,3,103,10,2,203,49,4.895204,2717.607957,37,36,36,36,1,1,1,35,35,1,35,37,37,35,36,35,0,0,105,35.518868,104.72973,35.745283,104.297297,35.575472,105,35.698113,0,0,104.864865,35.735849,0,0.631723,0.066089,0.001367,0.087511,0,0.119417,0,0,0,0,0,0,0.104618,0.002165,0.138528,0,0.189033,0.02069,1.324138,0,1.806897,64,0,87.333333,0,1.364583,0,188,354,2.67
Scalabrino136,0.681081,0,3.848276,10,0,0.194595,1,4.188776,20,100,6.281081,45,21,0.826087,0,1,0,0.37931,0.15625,0.448276,0.04,0.068966,6.104895,0,6,0.458333,58.25,0.083333,5.875,0.541667,0.275862,1.448276,1.458333,10.5,19,16,3,128,19,5,272,10,4.868473,1612.650457,32,29,29,32,29,1,19,29,32,29,28,28,29,29,29,29,131,30.886364,130.96875,30.878788,130.90625,30.893939,130.90625,30.840909,130.96875,30.840909,0,0,130.9375,30.825758,0.087912,0.41435,0.029735,0.001939,0.221719,0,0.100194,4.713235,0.338235,0.022059,2.522059,0,1.139706,0.071763,0.00468,0.535101,0,0.24181,0.065217,7.456522,0,3.369565,114.333333,0,51.666667,0,0.451895,0,190,226,3.67
Scalabrino137,0.744048,0,4.356061,9,0,0.125,2,3.120219,15,100,7.125,45,24,1,0.31891,0.094916,0.894427,0.333333,0.029412,0.060606,0.030303,0.030303,7.234783,0.0625,0.875,0.46875,36.96875,0.03125,3.625,0.28125,0.090909,1.212121,0.8125,3.59375,25,16,3,215,26,5,123,10,5.187531,1400.572975,34,33,33,34,33,33,33,33,34,33,33,33,33,33,33,33,219,33,218.970588,32.845455,219,32.690909,0,0,218.970588,32.745455,0,0,218.911765,32.759091,0.04003,0.462991,0.048338,0,0.216012,0,0.100453,11.566038,1.207547,0,5.396226,0,2.509434,0.104405,0,0.466558,0,0.216966,0,4.46875,0,2.078125,0,0,0,0,0.465035,0,41,50,3
Scalabrino138,0.71345,0,4.519084,11,0,0.076023,1,4.994565,16,30.53,5.520468,45,30,0.935484,0,1,0,0.513514,0.131579,0.27027,0.030303,0,6.492188,0,5.375,0.40625,42.71875,0.0625,4,0.3125,0.081081,0.972973,1.0625,8.46875,29,8,3,127,16,4,285,19,4.899556,1651.950641,38,37,37,38,1,1,26,37,38,37,37,36,37,37,37,35,130,37,129.947368,36.847328,129.921053,36.694656,0,0,130,36.877863,0,0,129.842105,36.862595,0.074667,0.458,0.034667,0,0.140667,0,0.11,6.133929,0.464286,0,1.883929,0,1.473214,0.075691,0,0.307132,0,0.240175,0,4.057692,0,3.173077,0,0,0,0,0.781991,0,77,168,3.78
Scalabrino139,0.898089,0,4.957447,9,0,0,0,2.046243,8,0,7.025478,45,16,0.6875,0,1,0,0.380952,0.190476,0.333333,0.055556,0,18.338983,0,0,0.941176,76.294118,0,3.470588,0,0,0.952381,1,4,30,0,2,131,7,0,183,23,4.778938,879.05489,21,21,21,21,1,1,15,21,15,1,16,1,1,17,21,21,0,0,132.952381,19.723881,132.904762,19.895522,0,0,0,0,0,0,132.52381,19.850746,0,0.814759,0.045181,0,0,0,0.065512,0,0,0,0,0,0,0.055453,0,0,0,0.080407,0,0,0,1.45,0,0,0,0,0,0,227,255,4.11
Scalabrino140,0.869841,0,4.258065,11,0,0.009524,1,7.859756,46,0,7.536508,45,32,0.705882,0.564327,0.333333,0.849837,0.275,0,0.95,0.02439,0,11.571429,0.125,0,0.325,57.425,0,3.825,0.075,0.5,1.85,0.775,4.275,47,0,2,128,9,1,240,37,4.802356,2638.882565,40,40,40,1,1,40,1,40,40,1,39,40,40,35,40,37,0,0,130.975,38.818182,130.925,38.712121,131,39,131,38.909091,0,0,130.85,38.772727,0,0.743289,0.02349,0.000419,0.008809,0,0.115772,0,0,0,0,0,0,0.031603,0.000564,0.011851,0,0.155756,0.017857,0.375,0,4.928571,21,0,276,0,13.142857,0,154,242,2.44
Scalabrino141,0.809524,0,3.941176,7,0,0.095238,1,1.689655,5,0,5.571429,15,8,0.888889,0.696998,0.645497,0.8,0.583333,0,0,0.076923,0.166667,4.777778,0.166667,7.666667,0.666667,23,0,1.333333,0.166667,0.25,0.666667,0.166667,10.083333,8,12,2,38,3,2,121,5,3.763468,257.843031,12,12,1,1,12,12,1,12,1,1,12,12,12,10,12,1,0,0,37.75,10.512821,37.916667,10.692308,38,11,0,0,0,0,37.833333,10.564103,0,0.315217,0.108696,0.007246,0,0,0.130435,0,0,0,0,0,0,0.344828,0.022989,0,0,0.413793,0.066667,0,0,1.2,0,0,18,0,0,0,2,2,4.33
Scalabrino142,0.903226,0,3.385714,10,0,0.03871,1,1.537037,6,0,8.432258,37,20,0.9,0,1,0,0.304348,0.043478,0.304348,0.043478,0,10.782051,0,0,0.318182,47.772727,0,3.454545,0.227273,0,1.26087,1.090909,2.636364,57,0,2,131,6,1,111,15,4.923642,1171.596199,23,23,23,23,1,1,23,23,21,1,23,23,1,23,23,23,0,0,133,21.843284,132.913043,21.798507,132.869565,21.880597,0,0,0,0,132.913043,21.850746,0,0.767061,0.028207,0.00273,0,0,0.105551,0,0,0,0,0,0,0.036773,0.003559,0,0,0.137604,0.096774,0,0,3.741935,0,0,38.666667,0,0,0,49,53,3.11
Scalabrino143,0.814815,0,4.454545,8,0,0,0,0.385965,2,0,7.166667,25,9,0.9,0,1,0,0.083333,0,0.083333,0.076923,0,16.5,0,0,0.25,31.5,0,1.666667,0,0,0.333333,0.083333,1.25,55,0,1,127,4,0,33,7,4.807899,190.398104,12,12,12,1,1,1,1,11,11,1,8,1,1,11,12,11,0,0,129,10.784615,129,10.846154,0,0,0,0,0,0,128.833333,10.669231,0,0.80292,0.036496,0,0,0,0.043796,0,0,0,0,0,0,0.045455,0,0,0,0.054545,0,0,0,1.2,0,0,0,0,0,0,5,5,3.33
Scalabrino144,0.806452,0,3.42,8,0,0,0,6.203125,18,0,9.403226,37,8,0.545455,0,1,0,0,0,0.416667,0.076923,0,6.74,0,0,0.166667,66.416667,0,4.25,0,24.583333,1.416667,2,4.833333,21,0,2,101,8,0,290,12,4.188153,648.999717,12,1,12,1,1,1,12,12,1,1,1,1,10,1,1,11,0,0,103,9.788462,103,11,0,0,102.916667,10.692308,0,0,103,10.298077,0,0.370909,0.013333,0,0.444848,0,0.090909,0,0,0,0,0,0,0.035948,0,1.199346,0,0.245098,0,33.363636,0,6.818182,0,0,0,0,0.20436,0,46,147,4.89
Scalabrino145,0.805556,0,3.932203,10,0,0.013889,1,1.367089,6,0,9.916667,45,12,1,0.329244,0.129099,0.707107,0.263158,0.052632,0.052632,0.052632,0,9.511111,0,0,0.388889,31.944444,0,2.555556,0,0.052632,1,0.5,2.388889,25,0,2,106,10,0,57,5,4.889941,528.540222,19,19,19,19,1,1,19,19,19,1,19,1,19,19,19,19,0,0,108.947368,17.727273,109,17.645455,0,0,109,17.936364,0,0,108.947368,17.8,0,0.583062,0.052117,0,0.151466,0,0.09772,0,0,0,0,0,0,0.089385,0,0.259777,0,0.167598,0,2.90625,0,1.875,0,0,0,0,0.645161,0,15,16,3.89
Scalabrino146,0.911894,0,4.024155,11,0,0,0,5.090909,36,0,12.876652,45,24,0.76,0.626835,0.489898,0.880705,0.025,0.175,0.05,0.029412,0.125,13.55914,0.060606,0,0.121212,45.424242,0,2.818182,0,0,1.325,1.363636,1.424242,30,0,2,114,7,0,169,20,4.843255,1613.160556,40,40,40,36,40,40,39,40,38,1,39,1,1,40,40,39,0,0,114,38.808696,114,38.921739,0,0,0,0,0,0,113.85,38.782609,0,0.795082,0.009458,0,0,0,0.110971,0,0,0,0,0,0,0.011895,0,0,0,0.139572,0,0,0,11.733333,0,0,0,0,0,0,127,225,2.78
Scalabrino147,0.942308,0,4.744898,9,0,0.336538,1,1.254386,6,100,10.086538,45,17,0.941176,0.573831,0.267261,0.939336,0.033333,0.125,0,0.037037,0.133333,13.795455,0.192308,1.5,0.384615,31.384615,0,1.653846,0.038462,0,0.866667,0.5,3.384615,40,6,2,94,5,1,127,19,4.808336,718.460293,32,30,1,32,30,30,30,29,32,1,30,30,1,30,30,30,46.75,30.904,124,30.792,123.96875,30.848,124,31,0,0,0,0,123.90625,30.784,0.207263,0.537644,0.031001,0.000886,0,0,0.075288,2.594017,0.149573,0.004274,0,0,0.363248,0.057661,0.001647,0,0,0.140033,0.028571,0,0,2.428571,0,0,85,0,0,0,43,66,3.44
Scalabrino148,0.835821,0,4.839286,10,0,0,0,0,0,0,9.014925,37,9,1,0,1,0,0,0,0,0.083333,0.181818,20.583333,0,0,0.363636,51.818182,0,2.454545,0,0,1.181818,0.636364,1,40,0,2,152,5,0,73,7,4.63367,346.793742,11,1,1,1,11,1,11,11,10,1,10,1,1,11,11,11,0,0,152,9.777778,152,9.816993,0,0,0,0,0,0,151.818182,9.614379,0,0.821963,0.03827,0,0,0,0.069884,0,0,0,0,0,0,0.046559,0,0,0,0.08502,0,0,0,1.826087,0,0,0,0,0,0,37,41,3
Scalabrino149,0.970588,0,5.191919,11,0,1.039216,18,8.268868,28,95.845,8.622549,37,27,0.655172,0.953555,0.930949,0.966092,0.151515,0,0.939394,0.175,0.181818,10.325,0.030303,0,0.242424,47.393939,0.030303,3.606061,0,0.181818,1.151515,0.272727,3.69697,23,0,2,97,8,0,231,33,4.796371,1662.208383,42,33,33,42,33,33,33,33,1,33,29,1,33,31,33,31,97.928571,40.979798,97.952381,40.818182,98,40.777778,0,0,97.904762,40.868687,0,0,97.785714,40.727273,0.22891,0.533516,0.012312,0,0.04104,0,0.070223,2.330677,0.053785,0,0.179283,0,0.306773,0.023077,0,0.076923,0,0.131624,0,3.333333,0,5.703704,0,0,0,0,1.711111,0,148,217,2.89
Scalabrino150,0.9,0,4.888889,9,0,0.1,1,0.6875,2,0,9.3,37,5,1,0.452294,0.408248,0.522233,0,0,0,0.083333,0.090909,5.888889,0.090909,0,0.545455,10.363636,0,0.818182,0,0,0.727273,0.090909,1.181818,11,0,2,28,2,0,13,2,4.521266,153.73111,11,1,1,1,11,11,1,11,10,1,10,1,1,10,11,11,0,0,27.454545,9.806452,29.545455,9.806452,0,0,0,0,0,0,29.454545,9.741935,0,0.395522,0.19403,0,0,0,0.164179,0,0,0,0,0,0,0.490566,0,0,0,0.415094,0,0,0,0.846154,0,0,0,0,0,0,2,2,4.78
Scalabrino151,0.867925,0,4.913043,11,0,1.679245,4,2.959459,9,65.395,6.339623,37,11,0.846154,0.601329,0.447214,0.816497,0.208333,0.2,0,0.052632,0.166667,7.666667,0.222222,0,1.166667,25,0,1.777778,0.111111,0,0.708333,0.944444,1.944444,18,0,4,71,5,1,102,7,4.718421,620.643245,30,24,1,29,24,23,23,23,29,1,23,24,1,23,24,23,92.833333,28.595745,92.9,28.744681,92.966667,28.170213,93,29,0,0,0,0,92.933333,28.87234,0.399289,0.299763,0.10545,0.00237,0,0,0.084123,0.750742,0.264095,0.005935,0,0,0.210682,0.351779,0.007905,0,0,0.280632,0.022472,0,0,0.797753,0,0,35.5,0,0,0,22,22,4.56
Scalabrino152,0.879195,0,4.099237,9,0,0.006711,1,2.866667,14,36.62,7.932886,37,24,0.958333,0.411311,0.150756,0.883883,0.15,0.073171,0.075,0.026316,0.025,9.141304,0.054054,0,0.837838,32.648649,0.027027,2.486486,0,0.075,0.85,0.621622,2.351351,23,0,3,179,14,0,144,12,5.030186,1378.121859,41,40,40,41,40,40,40,33,39,40,40,1,40,40,40,40,184,40,183.95122,39.8,183.902439,39.562162,0,0,184,39.902703,0,0,183.902439,39.827027,0.006686,0.532689,0.103269,0,0.119614,0,0.095097,79.666667,15.444444,0,17.888889,0,14.222222,0.193863,0,0.224547,0,0.178522,0,1.158273,0,0.920863,0,0,0,0,0.795031,0,86,113,4.11
Scalabrino153,0.421875,0,6.333333,9,0,0.09375,1,7.926471,18,0,4.328125,40,14,0.722222,0,1,0,0.136364,0,0.590909,0.043478,0,2.824561,0,13.454545,0.181818,27.727273,0,2.318182,0.272727,0.545455,0.272727,0.818182,15.272727,15,20,1,48,5,1,336,16,3.261637,645,22,22,22,1,1,1,20,22,1,1,22,22,22,22,22,20,0,0,47.909091,20.897959,48,20.836735,0,0,0,0,0,0,47.909091,20.897959,0,0.283531,0.028862,0,0,0,0.11545,0,0,0,0,0,0,0.101796,0,0,0,0.407186,0,0,0,4,0,0,0,0,0,0,27,62,4.33
Scalabrino154,0.763636,0,4.157303,10,0,0.236364,3,3.253968,12,100,10.272727,57,17,0.772727,0.531706,0.150756,1,0.25,0,0.0625,0.135135,0.125,7.633803,0.1875,18,0.5,44.46875,0,2.3125,0,0.03125,1.53125,0.6875,19.71875,23,48,2,76,5,0,699,9,3.902881,1321.675105,38,32,32,38,32,32,32,32,1,1,32,1,32,32,32,32,76.868421,36.9,79,36.85,79,36.9125,0,0,78.868421,36.3375,0,0,78.868421,36.625,0.167066,0.31497,0.036527,0,0.011976,0,0.091018,1.885305,0.218638,0,0.071685,0,0.544803,0.11597,0,0.038023,0,0.288973,0,0.327869,0,2.491803,0,0,0,0,7.6,0,36,46,3
Scalabrino155,0.861538,0,4.717949,10,0,0.092308,3,2.395973,12,100,10.838462,45,22,0.740741,0.543729,0.160128,0.959166,0.297297,0,0.054054,0.026316,0.162162,8.25641,0.243243,18.378378,0.513514,44.675676,0.027027,2.27027,0,0,1.378378,0.594595,20.162162,23,108,2,156,5,0,773,11,3.902851,1392.448041,42,37,37,42,37,37,37,37,40,37,35,1,1,36,37,37,83,40.821429,82.928571,40.75,83,40.654762,0,0,0,0,0,0,82.809524,40.702381,0.107735,0.355801,0.037569,0,0,0,0.087293,3.302564,0.348718,0,0,0,0.810256,0.10559,0,0,0,0.245342,0,0,0,2.323529,0,0,0,0,0,0,39,43,2.89
Scalabrino156,0.982456,0,3.75,9,0,0,0,1.711864,5,0,15.789474,37,18,0.772727,0,1,0,0.04,0,0.76,0.038462,0,13.958333,0,10.24,0.08,27.88,0,0.96,0,0,0.68,0,10.52,25,12,1,41,2,0,263,15,3.836989,417.786366,25,25,25,25,1,1,1,25,1,1,1,1,1,23,1,1,0,0,40.88,23.238095,40.88,23.238095,0,0,0,0,0,0,40.76,23.333333,0,0.497771,0.020802,0,0,0,0.089153,0,0,0,0,0,0,0.041791,0,0,0,0.179104,0,0,0,4.285714,0,0,0,0,0,0,63,102,3.22
Scalabrino157,1,1,3.556962,9,0,0,0,1.659091,8,0,14.78481,45,15,0.631579,0.77079,0.632456,1,0.107143,0,0,0.034483,0.071429,11.317073,0.142857,8.142857,0.321429,30.928571,0,1.75,0,0,1.071429,0.535714,9.142857,34,28,2,78,6,0,256,8,4.431452,686.0376,28,28,1,28,28,28,1,28,28,1,28,1,1,28,28,28,0,0,78,26.632911,77.964286,26.746835,0,0,0,0,0,0,77.964286,26.721519,0,0.531501,0.033219,0,0,0,0.101947,0,0,0,0,0,0,0.0625,0,0,0,0.19181,0,0,0,3.068966,0,0,0,0,0,0,25,26,2.56
Scalabrino158,0.883562,0,4.866667,11,0,0.10274,1,1.624204,12,100,7.753425,37,25,0.846154,0,1,0,0.027778,0,0.333333,0.076923,0,10.824324,0,7.666667,0.305556,36.5,0,2.027778,0,0.083333,1.055556,0.416667,8.333333,30,20,2,80,6,0,318,10,4.566339,1077.760815,38,36,35,38,1,1,27,36,32,1,34,1,36,32,36,22,80,36.592593,79.894737,36.82716,79.868421,36.839506,0,0,79.973684,36.925926,0,0,79.763158,36.703704,0.053176,0.508124,0.028065,0,0.10192,0,0.084934,9.555556,0.527778,0,1.916667,0,1.597222,0.055233,0,0.200581,0,0.167151,0,3.631579,0,3.026316,0,0,0,0,0.833333,0,87,99,2.67
Scalabrino159,0.891892,0,4.424242,9,0,0.027027,1,1.9875,11,0,10.202703,40,7,1,0,1,0,0.3,0.2,0.5,0.111111,0.4,10.948718,0,6,0.75,73,0,4.875,0.125,0,1.1,0.375,9.5,34,8,3,128,14,1,76,4,4.728707,428.60416,10,10,10,10,10,1,8,10,8,1,9,10,1,8,10,8,0,0,128,8.767442,128,8.844961,0,0,128,8.953488,0,0,127.9,8.782946,0,0.583904,0.046233,0,0.178082,0,0.07363,0,0,0,0,0,0,0.079179,0,0.304985,0,0.1261,0,3.851852,0,1.592593,0,0,0,0,0.413462,0,22,22,3.67
Scalabrino160,0.714286,0,3.84,8,0,0.057143,1,1.073171,4,0,7.771429,41,7,1,0.547723,1,0.547723,0,0,0,0.090909,0,11.722222,0,7.2,0.6,35.8,0,1.9,0.2,0.1,0.9,0.1,8.9,65,12,2,83,8,3,89,4,4.54151,202.118908,10,1,1,1,1,1,1,10,7,1,10,9,10,10,10,1,0,0,82.8,8.797619,82.9,8.797619,83,8.892857,83,9,0,0,82.8,8.797619,0,0.50838,0.075419,0.005587,0.108939,0,0.067039,0,0,0,0,0,0,0.148352,0.010989,0.214286,0,0.131868,0.074074,1.444444,0,0.888889,19.5,0,12,0,0.615385,0,4,4,4.33
