id,avg_identifier_length,max_identifier_length,avg_identifier,max_identifier,max_single_identifier,avg_arithmetic,avg_comparison,avg_assignment,avg_comma,avg_dot,avg_bracket,max_keyword,avg_keyword,max_number,avg_number,avg_loop,avg_if,avg_space,max_indentation,avg_indentation,avg_comment,max_single_char,avg_blank,max_line_length,avg_line_length,score
Scalabrino37,7.7222,16.0,1.619,7.0,4.0,0.381,0.0952,0.0952,0.0476,0.4286,0.9524,3.0,0.619,0.0,0.0,0.0,0.0476,2.2857,7.0,3.7143,0.0,61.0,0.0,136.0,41.6667,3.78
Scalabrino38,14.2105,23.0,2.1429,4.0,12.0,0.0,0.0,0.0,0.4762,1.0,0.619,3.0,0.619,0.0,0.0,0.0,0.0,0.7619,2.0,1.5,0.3333,91.0,0.0476,76.0,44.4286,4.22
Scalabrino39,6.5,9.0,0.4,2.0,4.0,0.0,0.05,0.0,0.0,0.05,0.5,2.0,0.6,0.0,0.0,0.0,0.15,0.9,3.0,1.6,0.35,19.0,0.0,68.0,22.6,4.78
Scalabrino4,17.7,27.0,0.4583,3.0,2.0,0.0,0.0,0.0,0.5,0.0,0.125,1.0,0.0833,0.0,0.0,0.0,0.0,0.5833,3.0,2.2273,0.4167,16.0,0.0833,60.0,24.0833,4.33
Scalabrino40,7.0588,15.0,1.15,6.0,5.0,0.05,0.125,0.225,0.05,0.15,0.825,2.0,0.625,2.0,0.05,0.05,0.175,1.75,6.0,2.5,0.175,47.0,0.0,64.0,28.575,4.22
Scalabrino41,9.0,22.0,1.5,6.0,5.0,0.0952,0.1429,0.4286,0.1429,0.2143,0.5238,2.0,0.4762,1.0,0.0952,0.0476,0.0952,2.0952,6.0,2.7317,0.2381,77.0,0.0238,79.0,38.881,4.11
Scalabrino42,5.1111,8.0,0.6765,4.0,5.0,0.0,0.1176,0.0294,0.0,0.2647,0.5,2.0,0.6176,0.0,0.0,0.0,0.1765,1.0882,3.0,1.7941,0.3235,28.0,0.0,76.0,27.7059,4.67
Scalabrino43,16.9565,26.0,1.9706,5.0,13.0,0.0,0.2059,0.0,0.1765,0.4118,1.2647,2.0,0.5,0.0,0.0,0.0,0.2941,1.9706,7.0,3.6176,0.0,164.0,0.0,80.0,50.0588,2.89
Scalabrino44,7.25,15.0,1.1282,6.0,5.0,0.0256,0.0256,0.1538,0.0256,0.2564,0.5385,2.0,0.2564,1.0,0.0256,0.0513,0.0513,0.9744,5.0,2.2059,0.4103,38.0,0.1282,77.0,32.1026,4.0
Scalabrino45,11.5882,17.0,3.05,5.0,14.0,0.0,0.05,0.05,0.0,1.1,1.35,2.0,0.8,0.0,0.0,0.0,0.05,1.15,3.0,2.3,0.15,97.0,0.0,78.0,49.85,4.33
Scalabrino46,7.9394,24.0,2.0,8.0,4.0,0.0345,0.069,0.4828,0.0,0.4483,0.8966,2.0,0.4138,1.0,0.1379,0.069,0.069,2.1034,5.0,2.4074,0.0345,78.0,0.069,67.0,31.6897,3.33
Scalabrino47,12.3,22.0,1.5652,5.0,9.0,0.0,0.0435,0.0435,0.2609,0.4783,1.0,2.0,0.3478,0.0,0.0,0.0,0.1304,1.4783,6.0,3.6957,0.087,84.0,0.0,76.0,39.8261,3.67
Scalabrino48,6.619,14.0,1.2222,4.0,7.0,0.0833,0.1111,0.3333,0.0278,0.1389,0.7222,2.0,0.3889,0.0,0.0,0.0278,0.1667,1.9167,7.0,4.0286,0.0833,61.0,0.0278,61.0,33.3333,4.11
Scalabrino49,10.2414,23.0,1.8,5.0,5.0,0.0,0.08,0.12,0.28,0.52,0.84,2.0,0.56,1.0,0.04,0.0,0.12,1.64,7.0,3.0,0.0,62.0,0.0,78.0,38.88,2.78
Scalabrino5,16.4762,30.0,1.4815,4.0,7.0,0.0,0.0,0.0741,0.4444,0.6667,0.3704,2.0,0.2593,2.0,0.0,0.0,0.0,0.5185,5.0,2.9231,0.1481,74.0,0.037,78.0,42.037,4.0
Scalabrino50,11.5,33.0,1.4194,5.0,5.0,0.0645,0.129,0.4194,0.0,0.1613,0.9032,2.0,0.3871,1.0,0.129,0.0645,0.129,1.871,9.0,4.8621,0.0323,69.0,0.0645,76.0,40.129,3.11
Scalabrino51,9.6667,18.0,1.7419,5.0,10.0,0.0323,0.129,0.0968,0.0645,0.6452,0.9355,3.0,0.2903,1.0,0.0323,0.0323,0.0968,1.1613,7.0,3.4516,0.3548,67.0,0.0,80.0,46.4839,3.44
Scalabrino52,11.7143,23.0,3.0,15.0,3.0,0.0,0.0,0.0,0.4167,0.0833,1.25,3.0,0.6667,0.0,0.0,0.25,0.0,2.5833,4.0,2.5833,0.1667,50.0,0.0,193.0,65.25,4.0
Scalabrino53,14.5455,45.0,0.7692,3.0,2.0,0.0,0.0,0.0,0.0,0.1538,0.6154,3.0,0.3846,0.0,0.0,0.0,0.0,0.8462,4.0,1.7692,0.3077,29.0,0.0,97.0,35.0769,4.22
Scalabrino54,8.5926,22.0,2.8462,7.0,10.0,0.0385,0.0769,0.3846,0.0769,0.5,1.3077,3.0,0.8462,1.0,0.0385,0.0385,0.1923,3.0,5.0,2.7308,0.0385,107.0,0.0,91.0,46.6538,4.11
Scalabrino55,15.3846,27.0,1.0714,6.0,2.0,0.0,0.0,0.0,0.5,0.0714,0.2857,2.0,0.2857,0.0,0.0,0.0,0.0,0.5714,4.0,2.8462,0.0714,26.0,0.0714,101.0,34.5714,4.22
Scalabrino56,10.0,27.0,2.3429,6.0,14.0,0.1143,0.0571,0.3714,0.4,0.4571,1.2,2.0,0.2571,2.0,0.4857,0.0571,0.0,3.3429,3.0,2.0,0.1714,131.0,0.0571,125.0,46.1429,3.33
Scalabrino57,14.7308,52.0,2.3846,6.0,10.0,0.0,0.0,0.1923,0.4231,0.9231,1.0769,2.0,0.3846,1.0,0.0,0.0,0.0,1.8846,2.0,1.625,0.2692,138.0,0.0769,109.0,60.8846,3.56
Scalabrino58,8.6774,24.0,2.9487,8.0,18.0,0.2564,0.0513,0.2308,0.3333,1.1538,1.1795,3.0,0.5385,3.0,0.5385,0.0256,0.0256,3.6667,4.0,2.7812,0.0,406.0,0.1795,122.0,58.359,3.56
Scalabrino59,17.2222,49.0,5.3077,6.0,12.0,0.0,0.0,0.0,3.0,0.8462,3.5385,3.0,1.9231,0.0,0.0,0.0,0.0,11.5385,2.0,1.7692,0.0,161.0,0.0,127.0,114.5385,3.78
Scalabrino6,4.5,7.0,0.3333,2.0,3.0,0.0,0.1111,0.1111,0.0,0.0,0.3333,3.0,0.4444,0.0,0.0,0.0,0.1111,1.0556,2.0,1.1875,0.2778,14.0,0.1111,50.0,15.3333,4.56
Scalabrino60,4.5714,7.0,2.1667,7.0,6.0,0.0,0.5,0.0833,0.0,0.5833,0.9167,3.0,1.25,0.0,0.0,0.0,0.4167,3.8333,2.0,1.6667,0.0,35.0,0.25,101.0,34.0833,3.89
Scalabrino61,6.8462,21.0,1.7,6.0,11.0,0.0,0.125,0.1,0.05,0.625,1.075,2.0,0.375,0.0,0.0,0.0,0.225,1.35,6.0,3.6571,0.0,67.0,0.125,79.0,31.25,3.89
Scalabrino62,9.875,18.0,1.8095,12.0,8.0,0.0,0.0952,0.1905,0.1429,0.5238,0.9048,3.0,0.4286,0.0,0.0,0.0952,0.0,1.619,3.0,1.9048,0.4286,48.0,0.0,142.0,45.2857,3.33
Scalabrino63,13.5455,19.0,2.0714,3.0,18.0,0.0,0.0,0.0,0.0,1.9286,1.6429,2.0,0.7857,0.0,0.0,0.0,0.0,0.3571,4.0,3.3571,0.0,54.0,0.0,80.0,53.5714,4.0
Scalabrino64,10.9091,23.0,1.9333,4.0,14.0,0.0,0.0667,0.0667,0.0,1.4,1.5333,1.0,0.6667,0.0,0.0,0.0,0.0667,0.8,5.0,2.8,0.0667,44.0,0.0,88.0,48.3333,3.89
Scalabrino65,14.75,31.0,1.0,5.0,3.0,0.0,0.1,0.0,0.1,0.2,0.7,1.0,0.3,0.0,0.0,0.0,0.1,1.0,3.0,2.0,0.2,23.0,0.2,88.0,32.3,4.56
Scalabrino66,12.2,21.0,1.4324,9.0,6.0,0.0,0.027,0.1081,0.0811,0.5135,0.7027,2.0,0.1892,0.0,0.0,0.027,0.0541,1.0811,6.0,2.7576,0.2703,121.0,0.1081,146.0,48.1892,3.44
Scalabrino67,13.7778,32.0,0.9375,4.0,6.0,0.0,0.0,0.0,0.25,0.3125,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.4375,5.0,2.9375,0.4375,33.0,0.0,104.0,38.0625,4.67
Scalabrino68,8.9714,27.0,3.0238,10.0,28.0,0.0,0.0714,0.1667,0.0714,1.3333,1.9048,6.0,0.2857,1.0,0.119,0.0,0.0238,2.3333,3.0,1.9474,0.0476,194.0,0.0952,276.0,61.381,2.89
Scalabrino69,8.7727,26.0,2.5172,6.0,12.0,0.1724,0.0,0.2069,0.1724,0.7931,1.2414,3.0,0.4483,1.0,0.0345,0.0,0.0345,2.2414,6.0,2.7241,0.0,89.0,0.0,204.0,44.0345,3.0
Scalabrino7,7.68,24.0,1.5278,6.0,7.0,0.3056,0.0,0.1667,0.1111,0.3611,0.7222,3.0,0.3611,1.0,0.0,0.0278,0.0278,1.7222,6.0,2.2941,0.1389,78.0,0.0556,77.0,31.9722,3.0
Scalabrino70,6.6667,11.0,2.0909,7.0,5.0,0.0,0.4545,0.0909,0.0,0.5455,0.9091,3.0,1.2727,0.0,0.0,0.0,0.3636,3.8182,2.0,1.625,0.0,35.0,0.2727,115.0,37.8182,3.22
Scalabrino71,8.8919,19.0,1.878,5.0,16.0,0.0,0.0,0.1951,0.1463,0.7073,0.9756,3.0,0.3659,1.0,0.0244,0.0244,0.0488,1.5122,5.0,2.1667,0.0488,121.0,0.122,208.0,40.5122,3.56
Scalabrino72,8.2581,18.0,2.1579,7.0,15.0,0.0,0.0,0.2632,0.1842,0.6842,0.9474,3.0,0.1842,2.0,0.0526,0.0,0.0,1.2632,2.0,1.8529,0.0526,89.0,0.1053,178.0,39.1842,3.22
Scalabrino73,6.6667,15.0,0.9412,5.0,2.0,0.0,0.0,0.0588,0.0588,0.2353,0.6471,4.0,0.5882,0.0,0.0,0.0,0.0,1.1176,5.0,2.8824,0.1176,19.0,0.0,67.0,28.7647,4.56
Scalabrino74,5.4667,9.0,4.375,11.0,37.0,0.0312,0.7188,0.0625,0.0312,2.8125,2.125,3.0,1.375,4.0,0.1562,0.0312,0.125,6.2188,4.0,2.1,0.0625,119.0,0.0625,236.0,68.625,1.89
Scalabrino75,10.16,72.0,1.0256,5.0,9.0,0.0,0.0,0.0769,0.0,0.2564,0.5385,3.0,0.1538,0.0,0.0,0.0,0.0,0.9231,3.0,1.9677,0.2308,69.0,0.2051,128.0,33.9487,3.89
Scalabrino76,7.1667,16.0,2.3143,4.0,12.0,0.0,0.0,0.2857,0.0,0.5143,0.8286,2.0,0.2857,2.0,0.0,0.0,0.0,2.3143,2.0,1.7429,0.0,58.0,0.0,51.0,29.0,4.44
Scalabrino77,8.1538,16.0,2.1154,5.0,15.0,0.0,0.0,0.2308,0.1154,0.7692,1.1154,2.0,0.1923,1.0,0.0385,0.0,0.0,1.5769,2.0,1.75,0.0,85.0,0.0769,91.0,33.1154,4.44
Scalabrino78,10.3684,35.0,1.5,4.0,14.0,0.0,0.0,0.1667,0.25,0.3889,0.7222,2.0,0.1389,1.0,0.1111,0.0,0.0,1.6389,2.0,1.8485,0.2222,101.0,0.0833,151.0,52.2222,3.78
Scalabrino79,16.1429,57.0,1.0357,2.0,13.0,0.0,0.0,0.0357,0.0,0.4643,1.0357,2.0,0.5357,1.0,0.0,0.0,0.0,1.6429,2.0,1.6957,0.1786,128.0,0.1786,128.0,66.0,4.33
Scalabrino8,7.2258,18.0,1.9394,7.0,13.0,0.0,0.0,0.2121,0.1212,0.697,1.1515,1.0,0.303,1.0,0.0303,0.0303,0.1818,1.2727,5.0,3.0625,0.0,58.0,0.0303,62.0,31.8182,3.11
Scalabrino80,9.9667,23.0,1.8889,6.0,13.0,0.0,0.0,0.1389,0.1389,0.75,1.0,2.0,0.2222,1.0,0.0278,0.0,0.0,1.6944,2.0,1.8214,0.0833,126.0,0.2222,121.0,41.5833,3.67
Scalabrino81,8.4545,24.0,1.0,3.0,3.0,0.0,0.0,0.0833,0.0,0.25,0.8333,2.0,0.3333,1.0,0.0,0.0,0.0,1.25,3.0,1.9167,0.0833,28.0,0.0,142.0,33.8333,4.33
Scalabrino82,9.4545,59.0,2.2368,5.0,19.0,0.0,0.0,0.2105,0.0526,0.7632,1.1053,2.0,0.1579,1.0,0.0526,0.0,0.0,1.6579,2.0,1.8333,0.0263,89.0,0.0526,114.0,33.2105,3.78
Scalabrino83,8.9259,21.0,3.1765,6.0,23.0,0.0,0.0,0.6176,0.1471,1.3529,1.6765,2.0,0.1765,1.0,0.0882,0.0,0.0,1.9706,2.0,1.8529,0.0,228.0,0.0,180.0,77.4412,3.44
Scalabrino84,13.3611,26.0,1.7619,11.0,9.0,0.0952,0.0238,0.0952,0.4524,0.3333,0.7381,2.0,0.3095,0.0,0.0,0.0,0.0714,1.7381,4.0,2.2143,0.2619,153.0,0.0,126.0,47.4524,2.89
Scalabrino85,8.25,15.0,0.6875,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.6875,3.0,0.3125,1.0,0.0,0.0,0.0,1.5,2.0,1.3125,0.3125,89.0,0.0,179.0,100.0625,3.89
Scalabrino86,13.25,35.0,0.7692,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.7692,3.0,0.2308,0.0,0.0,0.0,0.0,1.6923,2.0,1.7692,0.2308,71.0,0.0,74.0,52.6923,4.0
Scalabrino87,6.7826,14.0,1.3684,5.0,6.0,0.0,0.0789,0.1579,0.0526,0.3158,0.7368,3.0,0.3684,1.0,0.0,0.0526,0.0263,1.6842,8.0,3.6471,0.0789,74.0,0.1053,115.0,35.7895,3.22
Scalabrino88,17.7692,53.0,2.8571,6.0,15.0,0.0,0.0,0.2381,0.9524,1.0476,1.381,2.0,0.4762,1.0,0.4762,0.0,0.0,3.2381,2.0,1.7778,0.0,164.0,0.1429,159.0,78.6667,3.67
Scalabrino89,16.4615,33.0,1.3077,12.0,13.0,0.0,0.0,0.0,0.0,0.0,1.5385,7.0,0.8077,2.0,0.0,0.0,0.1538,3.5769,3.0,2.1154,0.1923,106.0,0.0,310.0,69.2308,2.89
Scalabrino9,10.6429,24.0,1.0312,5.0,5.0,0.0938,0.0938,0.1562,0.1875,0.125,0.375,2.0,0.2812,3.0,0.125,0.0312,0.0625,1.6875,6.0,2.9355,0.3438,56.0,0.0312,79.0,36.5,3.78
Scalabrino90,12.92,31.0,1.7027,5.0,8.0,0.0,0.027,0.2703,0.3784,0.2703,0.7838,3.0,0.3514,1.0,0.1892,0.027,0.027,2.5405,6.0,3.2,0.027,130.0,0.1892,106.0,44.6486,3.67
Scalabrino91,11.52,80.0,2.0588,7.0,11.0,0.0,0.0,0.2059,0.3235,0.8824,1.1471,2.0,0.1765,1.0,0.2353,0.0,0.0,2.2941,2.0,1.8462,0.1176,126.0,0.2353,110.0,43.5588,4.22
Scalabrino92,9.2105,26.0,1.6,8.0,3.0,0.0,0.0,0.2,0.0667,0.4667,0.9333,2.0,0.1333,2.0,0.2,0.0,0.0,0.9333,2.0,1.5455,0.0667,52.0,0.2667,177.0,38.5333,4.56
Scalabrino93,11.9722,28.0,1.3514,11.0,8.0,0.0,0.0,0.1351,0.1351,0.4595,0.9189,3.0,0.3784,4.0,0.1081,0.0,0.0,1.4865,7.0,4.3529,0.1351,76.0,0.0811,216.0,46.5405,3.67
Scalabrino94,11.3,25.0,1.3667,7.0,8.0,0.0,0.0,0.1,0.0333,0.4333,1.0,3.0,0.3667,0.0,0.0,0.0,0.0,1.1333,7.0,4.4444,0.0667,68.0,0.1,201.0,42.4,3.22
Scalabrino95,12.0,25.0,1.3,6.0,3.0,0.0,0.1,0.0,0.1,0.3,1.2,2.0,0.5,0.0,0.0,0.0,0.1,2.3,4.0,2.5,0.1,23.0,0.0,112.0,33.4,3.89
Scalabrino96,9.6579,26.0,2.9062,7.0,12.0,0.0,0.0,0.125,0.1875,0.8438,2.1562,3.0,0.375,1.0,0.3438,0.0,0.0,4.375,6.0,3.125,0.0312,148.0,0.0,115.0,56.0938,3.11
Scalabrino97,10.4615,36.0,2.7742,7.0,10.0,0.0,0.0,0.0968,0.4194,0.9677,2.0645,3.0,0.3226,1.0,0.2903,0.0,0.0323,4.129,6.0,3.6129,0.0645,150.0,0.0,126.0,62.4839,2.78
Scalabrino98,11.6129,65.0,2.5333,7.0,10.0,0.0,0.0,0.1,0.3,0.7667,2.0,3.0,0.3333,1.0,0.3,0.0,0.0333,3.7667,6.0,3.4286,0.0,139.0,0.0667,125.0,53.8,3.0
Scalabrino99,11.0408,50.0,2.8611,7.0,10.0,0.0,0.0,0.1667,0.3611,0.8611,1.8333,3.0,0.3889,1.0,0.0833,0.0,0.0278,4.1389,6.0,3.5,0.0,175.0,0.0,175.0,60.1667,3.22
