New-Identifiers-words-AVG,New-Identifiers-words-MIN,New-Abstractness-words-AVG,New-Abstractness-words-MAX,New-Abstractness-words-MIN,New-Commented-words-AVG,New-Commented-words-MAX,New-Synonym-commented-words-AVG,New-Synonym-commented-words-MAX,New-Comments-readability,New-Number-of-senses-AVG,New-Number-of-senses-MAX,New-Semantic-Text-Coherence-Standard-@-0.1,New-Semantic-Text-Coherence-Normalized-@-0.3,New-Text-Coherence-AVG,New-Text-Coherence-MIN,New-Text-Coherence-MAX,BW-Avg-Identifiers-Length,BW-Max-Identifiers-Length,BW-Avg-number-of-identifiers,BW-Max-number-of-identifiers,BW-Max-Single-identifiers,BW-Avg-operators,BW-Avg-comparisons,BW-Avg-Assignment,BW-Avg-commas,BW-Avg-periods,BW-Avg-parenthesis,BW-Max-keywords,BW-Avg-keywords,BW-Max-numbers,BW-Avg-numbers,BW-Avg-loops,BW-Avg-conditionals,BW-Avg-spaces,BW-Max-indentation,BW-Avg-indentation,BW-Avg-comments,BW-Max-char,BW-Avg-blank-lines,BW-Max-line-length,BW-Avg-line-length,Readable
0.781513,0,4.553191,12,0,0.159664,1,2.315789,10,97.875,8.756303,45,19,1,0.580236,0.313112,0.869918,11.9722,28,1.3514,11,8,0,0,0.1351,0.1351,0.4595,0.9189,3,0.3784,4,0.1081,0,0,1.4865,7,4.3529,0.1351,76,0.0811,216,46.5405,3.67
0.860465,0,4.351351,10,0,0.046512,1,2.164948,10,27.485,9.662791,45,16,1,0.584291,0.316228,0.881917,11.3,25,1.3667,7,8,0,0,0.1,0.0333,0.4333,1,3,0.3667,0,0,0,0,1.1333,7,4.4444,0.0667,68,0.1,201,42.4,3.22
0.863636,0,5.842105,10,0,0.045455,1,1.111111,4,100,8.090909,37,4,1,0.832749,0.755929,0.92582,12,25,1.3,6,3,0,0.1,0,0.1,0.3,1.2,2,0.5,0,0,0,0.1,2.3,4,2.5,0.1,23,0,112,33.4,3.89
0.867403,0,3.89441,10,0,0.071823,1,4.201031,20,31.545,8.834254,57,20,0.708333,0.429362,0.13484,0.667424,9.6579,26,2.9062,7,12,0,0,0.125,0.1875,0.8438,2.1562,3,0.375,1,0.3438,0,0,4.375,6,3.125,0.0312,148,0,115,56.0938,3.11
0.904494,0,3.572289,10,0,0.376404,3,3.650794,16,99.905,9.679775,57,22,0.869565,0.500738,0.169031,0.759555,10.4615,36,2.7742,7,10,0,0,0.0968,0.4194,0.9677,2.0645,3,0.3226,1,0.2903,0,0.0323,4.129,6,3.6129,0.0645,150,0,126,62.4839,2.78
0.856322,0,3.470968,10,0,0.057471,1,3.23913,14,0,9.241379,57,20,0.857143,0.488003,0.151911,0.759555,11.6129,65,2.5333,7,10,0,0,0.1,0.3,0.7667,2,3,0.3333,1,0.3,0,0.0333,3.7667,6,3.4286,0,139,0.0667,125,53.8,3
0.866667,0,3.475771,10,0,0.016667,1,4.611765,19,0,8.2875,57,28,0.857143,0.494663,0.253185,0.731925,11.0408,50,2.8611,7,10,0,0,0.1667,0.3611,0.8611,1.8333,3,0.3889,1,0.0833,0,0.0278,4.1389,6,3.5,0,175,0,175,60.1667,3.22
0.792453,0,4.569767,10,0,0.04717,1,2.258621,9,0,10.603774,45,12,0.923077,0.69524,0.57104,0.807573,11.375,25,2.2,8,7,0,0,0.1,0.1,0.95,1.85,3,0.5,1,0,0,0,1.4,7,4.15,0,83,0,246,59.9,3.67
0.622837,0,4.48954,12,0,0.038062,1,9.742475,33,100,4.716263,45,11,0.6875,0,1,0,8.6667,12,0.4545,1,9,0,0,0,0,0,0.5,4,0.4545,1,0,0,0,0.5,4,2.2727,0,165,0,367,80.8636,3.33
0.896296,0,3.991803,9,0,1.014815,6,2.308725,10,100,8.148148,45,17,0.941176,0.589813,0.35218,0.927362,19.6087,48,1,5,5,0,0,0.1081,0.0811,0.4054,0.6216,3,0.3784,0,0,0,0.0541,0.9189,5,2.5,0.3243,137,0.0811,136,55.0541,3.33
0.940299,0,2.793651,8,0,0.820896,2,1.328571,5,78.59,10.895522,37,10,0.642857,0.912871,1,0.912871,17.4286,36,0.84,4,2,0,0,0,0.32,0.32,0.64,2,0.12,0,0,0,0.04,0.32,5,2.8,0.28,57,0,105,39.52,3.89
0.88,0,4.408163,9,0,0.06,1,1.098361,7,100,7.28,45,11,1,0.774597,1,0.774597,11.3333,22,1.9286,8,5,0,0.0714,0.0714,0.5714,0.1429,0.5,2,0.7857,0,0,0,0.0714,2.5,3,2.3571,0.0714,35,0,101,42.3571,3.89
0.815385,0,6.032258,11,0,0.015385,1,1.614286,9,0,8.307692,37,9,0.777778,0.912871,1,0.912871,22.5,46,2.0909,5,9,0.0909,0.0909,0.1818,0.5455,0.1818,1.0909,3,0.4545,1,0.0909,0.0909,0,1.7273,5,3.4545,0,39,0,83,55.0909,3.89
0.869565,0,3.561905,9,0,0.486957,3,2.746154,12,64.38,8.278261,37,17,1,0.459649,0.21693,0.727607,11.4,26,1.6111,9,5,0.0556,0.0833,0.3056,0.2778,0.1944,0.6389,2,0.4167,2,0.0556,0.0278,0.1111,2.5,4,2.3636,0.25,98,0.0833,114,42.8889,3.56
0.939394,0,4.129032,11,0,0.568182,2,2.328947,11,35.96,9.424242,37,11,0.785714,0.664818,0.408248,1,14.9048,32,1.6562,8,10,0,0.0938,0,0.1562,0.5,1.25,2,0.625,0,0,0,0.2188,2.4688,3,2.4062,0.2812,116,0,150,57.3438,3.89
0.901288,0,5.333333,9,0,0.072961,1,6.612676,28,0,7.094421,37,24,0.392857,0.670797,0.201008,0.956522,14.75,23,2.4872,4,14,0.3333,0.1026,0.1282,0.0256,0.7179,1.3846,3,1.3077,1,0.2308,0,0.3846,3.9744,3,2.4615,0.0256,206,0,110,63.3077,3.33
0.8867,0,4.411111,10,0,0,0,2.890411,17,0,10.921182,51,33,1,0.556035,0.251976,0.887625,10.7241,23,2.525,7,11,0.075,0,0.2,0.15,0.95,1.225,3,0.4,1,0,0,0.1,2.45,7,3.375,0,149,0,96,48.25,3
0.828947,0,4.385714,10,0,0.894737,5,2.758621,9,88.74,8.736842,45,10,0.9,0.452912,0.132453,0.92582,12.9667,37,1.2286,10,4,0,0,0.0286,0,0.4286,0.7429,4,0.3143,0,0,0.0286,0.0286,1.1429,5,2.6176,0.3714,75,0.0286,137,47.2857,3.56
0.907216,0,3.681818,13,0,0.360825,2,1.218182,7,100,8.783505,38,12,0.846154,0.463941,0.306186,0.637377,17.9474,32,1.6522,7,6,0,0,0.0435,0.1739,0.6087,1.4783,2,0.5652,0,0,0,0.1739,1.8261,4,2.1667,0.0435,109,0.2174,129,47.5652,3
0.879518,0,5.520548,11,0,0.012048,1,3.06383,15,34.59,8.012048,38,12,0.923077,0.739364,0.57735,1,11.5882,41,2,8,5,0.0455,0.0455,0.0909,0.9091,0.4091,0.7727,2,0.5,1,0.0455,0,0.1818,3,4,2.7727,0.0909,56,0,107,42.5909,3.89
0.527273,0,4.206897,8,0,0.818182,2,14.71831,25,96.86,4.163636,12,3,0.272727,0,1,0,6.5,9,1.6316,3,11,0,0,0.4737,0,0,1.3158,4,0.8421,3,1.2632,0,0,4.9474,2,1.4737,0.3684,32,0,56,36.4737,4.11
0.580645,0,0.944444,6,0,0.225806,2,1.980769,5,100,10.193548,37,11,0.6875,0.767181,0.46291,1,4.5556,8,0.7333,4,5,0,0.1667,0.0333,0,0.2667,0.5333,2,0.7,0,0,0,0.2,1.3,3,1.8333,0.2333,26,0,65,23.1333,4.67
0.75,0,6,9,0,0.2,1,0.551724,4,0,8.4,45,5,0.833333,0.590253,0.392232,1,10.625,20,0.5,3,2,0,0,0,0.0625,0.0625,0.75,4,0.5625,2,0.0625,0,0.125,0.875,4,2.375,0,17,0,81,20.8125,3.33
0.905405,0,5.28169,10,0,0.162162,2,0.765432,4,100,6.148649,37,13,1,0.47652,0.182574,0.933257,9.7727,23,1.85,5,4,0,0.1,0.15,0.2,0.35,0.9,2,0.35,0,0,0,0.15,1.75,5,2.3158,0.15,70,0.05,76,38.25,3.56
0.551724,0,5.209877,10,0,0.258621,1,4.525641,14,0,5.982759,51,14,0.823529,0.415034,0.109109,1,9.6154,27,1.1053,9,5,0.0263,0.0526,0.1316,0.2632,0.1316,0.7105,4,1,4,0.0526,0,0.0263,2.4211,3,2.1579,0,85,0,126,30.5526,3.56
0.853503,0,5.086331,9,0,0.063694,1,2.778443,11,100,10.675159,45,22,0.791667,0,1,0,11.325,24,1.9143,5,11,0.0286,0,0.1429,0.0857,0.6857,0.9143,2,0.2857,2,0.2571,0,0,0.6571,2,1,0.0857,96,0.1714,68,30.0286,3.89
0.881579,0,3.493056,9,0,0,0,5.748503,24,0,9.513158,37,20,0.392857,0.596114,0.258199,1,9.6207,20,2.0714,5,23,0.0476,0,0.0714,0,0.6905,1.5952,2,0.3571,0,0,0,0.3095,1.0476,5,3.8333,0,142,0,65,36.7381,4.11
0.849057,0,4.521739,9,0,0.037736,1,2.316667,7,33.575,10.320755,37,10,0.909091,0.740098,0.626783,0.886405,7.5,18,2.1176,7,4,0,0.0588,0.2941,0,0.5882,1.1176,2,0.4118,0,0,0.0588,0.1176,1.8824,4,1.6471,0.1176,43,0,67,29.8235,3.89
0.691781,0,5.319672,10,0,0.40411,6,8.378049,35,100,6.671233,45,16,0.576923,0.615595,0.222222,1,7.4138,19,2.119,6,14,0.119,0.0952,0.4048,0.1429,0.4286,1.0714,2,0.4286,1,0.0714,0.0476,0.0952,2.0714,4,2.381,0.2143,97,0,73,39.9762,3.33
0.861386,0,4.536082,13,0,0.019802,1,1.513761,7,27.485,10.118812,45,17,0.764706,0.665912,0.447214,0.866025,10.0952,19,1.72,4,6,0,0.24,0.12,0,0.44,1.24,2,0.32,0,0,0,0.16,1.8,4,1.75,0.16,56,0.04,58,33.76,3.22
0.988506,0,4.402299,11,0,0,0,4.576087,16,0,17.551724,45,13,0.692308,0.889757,1,0.889757,11.1176,23,3.5,6,10,0,0,0.0625,0,1.5,1.8125,1,0.3125,0,0,0,0.0625,0.75,2,1.6667,0,78,0.0625,70,40.375,4.67
0.859649,0,4.566038,8,0,0.035088,1,1.867647,10,0,9.719298,57,11,1,0.439941,1,0.439941,9.0833,46,2.1429,6,3,0,0,0.1429,0.1429,0.5,1.0714,3,0.7857,1,0.0714,0,0,1.6429,4,2.1429,0,42,0,73,37.2143,3.22
0.861111,0,3.969388,9,0,0,0,3.59322,10,0,9.861111,45,16,1,0.487036,0.308607,0.707107,11.36,24,2.25,5,5,0.05,0.15,0.2,0.15,0.45,1.05,2,0.5,0,0,0,0.15,2.2,7,2.75,0,76,0,89,48.75,2.89
0.891566,0,3.756757,9,0,0.289157,3,1.4,8,99.905,6.277108,45,12,1,0.586302,1,0.586302,14.8696,30,1.56,9,8,0,0,0.08,0.36,0.28,0.6,2,0.28,0,0,0.04,0,1.4,3,1.68,0.44,77,0,171,51.92,3.11
0.892523,0,3.513089,10,0,0.004673,1,3.092166,15,31.545,8.551402,37,18,0.5,0,1,0,12.8276,27,2.4762,7,11,0,0,0.0476,0,1.0952,1.5714,3,0.0714,0,0,0,0,1.5476,2,1.8065,0.0238,157,0.2619,133,46.7381,2.78
0.8125,0,4.192308,10,0,0.015625,1,0.746269,6,0,7.4375,37,7,0.857143,0,1,0,12.5,22,2.4545,7,3,0,0,0.0909,0,1.1818,1.4545,3,0.2727,0,0,0,0,1.7273,2,1.5,0,39,0.2727,133,46.8182,3.33
0.791045,0,4.621212,10,0,0.029851,1,2.013158,6,34.59,6.761194,45,15,0.933333,0.32804,0,0.969223,8.7727,35,1.3462,3,6,0.0385,0,0.1154,0,0.3846,0.8846,2,0.3462,2,0,0,0,1.4615,4,2.8846,0.0385,39,0,70,31.0385,4.11
0.8,0,4.579208,10,0,0.091667,1,4.62449,11,100,5.895833,45,26,0.7,0.442716,0.201008,0.866025,12.0857,44,2.6389,6,10,0,0,0.2222,0.5,1,1.4444,2,0.1389,1,0.1667,0,0,2.7222,3,1.5143,0.0278,162,0.0278,109,56.5833,3.22
0.791667,0,4.546961,10,0,0.291667,3,4.797297,14,100,6,45,25,0.884615,0.418595,0.19518,0.820413,12,56,2.7097,7,10,0,0,0.1935,0.4516,1,1.4839,2,0.1935,1,0.129,0,0,2.8065,2,1.3548,0.0323,145,0,112,60.4194,3.33
0.868687,0,5.595506,10,0,0,0,1.872881,12,0,4.959596,37,15,0.882353,0.50179,0.157135,0.848528,14.75,33,1.75,10,3,0,0.0357,0.0714,0.1429,0.3571,0.6786,2,0.6071,0,0,0,0.0714,2.7857,4,2.2917,0,92,0.1429,152,40.5714,2.89
0.771429,0,3.757576,9,0,0.028571,1,1.552632,5,0,7.285714,45,9,1,0,1,0,10.6429,64,2,4,5,0,0,0.3,0,0.5,0.9,2,0.3,0,0,0,0,1.5,2,1.6,0,22,0,84,28.9,4.56
0.791045,0,4.492063,10,0,0.179104,4,3.87234,16,94.83,10.507463,45,22,0.846154,0,1,0,9.0541,57,2.2,8,11,0,0,0.2286,0.0857,0.8,1.1143,3,0.2,1,0,0,0,1.3714,3,1.9118,0.2,85,0.0286,125,49.8857,3.78
0.909722,0,4.206107,10,0,0.03125,1,3.757862,24,0,8.694444,37,29,0.625,0,1,0,10.5676,33,3.6757,7,24,0,0,0.2162,0.4054,1.8649,1.8108,3,0.8108,2,0.2162,0,0,3.7838,4,1.9412,0,203,0.0811,111,64.6486,2.67
0.681081,0,3.848276,10,0,0.194595,1,4.188776,20,100,6.281081,45,21,0.826087,0,1,0,8.6,19,2.5938,6,7,0.125,0,0.3125,0.2812,1.0312,1.1875,3,0.3438,2,0.1875,0,0,2.0625,3,1.8148,0.0938,122,0.1562,140,49.4688,3.67
0.744048,0,4.356061,9,0,0.125,2,3.120219,15,100,7.125,45,24,1,0.31891,0.094916,0.894427,9.5714,26,2.0588,6,6,0.0294,0.0294,0.2647,0.0588,0.6471,1.1176,3,0.4412,1,0,0.0294,0.0588,1.7353,5,2.8788,0.0294,87,0.0294,231,46.6765,3
0.71345,0,4.519084,11,0,0.076023,1,4.994565,16,30.53,5.520468,45,30,0.935484,0,1,0,8.9167,29,2.4211,6,12,0,0,0.5,0.3158,0.8421,0.9474,3,0.3421,2,0.1053,0,0,2.1053,3,1.9697,0.0263,102,0.1316,139,41.2105,3.78
0.898089,0,4.957447,9,0,0,0,2.046243,8,0,7.025478,45,16,0.6875,0,1,0,21.9355,30,2.8095,7,8,0,0,0.381,0.3333,0.8095,0.9524,2,0.7619,0,0,0,0,3.2381,2,1.8235,0,183,0.1905,139,67.6667,4.11
0.869841,0,4.258065,11,0,0.009524,1,7.859756,46,0,7.536508,45,32,0.705882,0.564327,0.333333,0.849837,14.2653,47,3.7,9,23,0.25,0,0.525,0.95,0.775,1.85,2,0.3,1,0.05,0,0.125,4.275,4,2.175,0,240,0,140,66.125,2.44
0.809524,0,3.941176,7,0,0.095238,1,1.689655,5,0,5.571429,15,8,0.888889,0.696998,0.645497,0.8,5.2,8,1.1667,3,5,0.25,0.1667,0.4167,0,0.1667,0.6667,2,0.6667,1,0.1667,0,0.1667,2.4167,3,1.9167,0,11,0,38,23,4.33
0.903226,0,3.385714,10,0,0.03871,1,1.537037,6,0,8.432258,37,20,0.9,0,1,0,12.2439,57,3.087,6,5,0,0,0.3043,0.4348,1.0435,1.2609,2,0.3043,1,0.2174,0,0,2.5217,4,2.1818,0,111,0.0435,139,54.0435,3.11
0.814815,0,4.454545,8,0,0,0,0.385965,2,0,7.166667,25,9,0.9,0,1,0,16.9286,55,1.6667,4,2,0,0,0.0833,0.5,0.0833,0.3333,1,0.25,0,0,0,0,1.25,4,2.75,0,33,0,135,42.5,3.33
0.806452,0,3.42,8,0,0,0,6.203125,18,0,9.403226,37,8,0.545455,0,1,0,9.7857,21,3.5833,7,9,0.4167,0,0,0.25,2,1.4167,2,0.1667,0,0,0,0,3.1667,9,2.3333,0,290,0,109,75.75,4.89
0.805556,0,3.932203,10,0,0.013889,1,1.367089,6,0,9.916667,45,12,1,0.329244,0.129099,0.707107,11.9,25,1.5263,6,3,0,0,0.2632,0.0526,0.4737,0.9474,2,0.3684,0,0,0,0,1.6842,5,2.1667,0,57,0.0526,118,38.4737,3.89
0.911894,0,4.024155,11,0,0,0,5.090909,36,0,12.876652,45,24,0.76,0.626835,0.489898,0.880705,17.2128,30,2.275,7,19,0,0.075,0,0.075,1.125,1.325,2,0.1,0,0,0,0.05,1.175,6,2.6364,0,169,0.175,120,46.175,2.78
0.942308,0,4.744898,9,0,0.336538,1,1.254386,6,100,10.086538,45,17,0.941176,0.573831,0.267261,0.939336,14.0952,40,1.1875,5,7,0,0.125,0.0312,0.125,0.4062,0.8125,2,0.3125,1,0.0312,0,0.1562,2.5625,7,2.6333,0.0625,117,0.0625,127,42.625,3.44
0.835821,0,4.839286,10,0,0,0,0,0,0,9.014925,37,9,1,0,1,0,20.1765,40,2.1818,5,5,0,0,0.0909,0.3636,0.6364,1.1818,2,0.3636,0,0,0,0,1,4,2.8182,0,73,0,152,63.0909,3
0.970588,0,5.191919,11,0,1.039216,18,8.268868,28,95.845,8.622549,37,27,0.655172,0.953555,0.930949,0.966092,12.3953,23,2.5,7,23,0,0,0.119,0.7381,0.2143,0.9048,2,0.1667,0,0,0.0238,0.0238,2.9048,4,3.1905,0.2381,186,0,102,61.5714,2.89
0.9,0,4.888889,9,0,0.1,1,0.6875,2,0,9.3,37,5,1,0.452294,0.408248,0.522233,7.1667,11,0.5455,2,2,0,0.0909,0,0,0.0909,0.7273,2,0.5455,0,0,0,0.0909,1.1818,3,1.8182,0,13,0,36,17.6364,4.78
0.867925,0,4.913043,11,0,1.679245,4,2.959459,9,65.395,6.339623,37,11,0.846154,0.601329,0.447214,0.816497,8.7333,18,0.9333,4,5,0,0.1333,0.1,0,0.5667,0.5667,4,0.6667,1,0.0667,0,0.1333,1.1667,4,2.375,0.2,59,0.2,102,33.6333,4.56
0.879195,0,4.099237,9,0,0.006711,1,2.866667,14,36.62,7.932886,37,24,0.958333,0.411311,0.150756,0.883883,11.8529,23,1.561,8,12,0.0732,0.0244,0.1463,0.0488,0.5366,0.8293,3,0.7317,0,0,0.0244,0.0488,1.5366,5,3.3947,0.0244,143,0.0732,199,42.2439,4.11
0.421875,0,6.333333,9,0,0.09375,1,7.926471,18,0,4.328125,40,14,0.722222,0,1,0,5.5,15,2.4091,6,18,0.5455,0,0.1818,0.5909,0.8182,0.2727,1,0.1818,1,0.2727,0,0,1.8182,5,3.3636,0,25,0,47,26.7727,4.33
0.763636,0,4.157303,10,0,0.236364,3,3.253968,12,100,10.272727,57,17,0.772727,0.531706,0.150756,1,9.9615,23,1.5789,5,9,0,0.1053,0.1579,0.0526,0.5789,1.2895,2,0.3947,0,0,0,0.1579,1.4474,8,4,0.1842,89,0,78,43.7368,3
0.861538,0,4.717949,10,0,0.092308,3,2.395973,12,100,10.838462,45,22,0.740741,0.543729,0.160128,0.959166,9.5714,23,1.619,5,7,0,0.1429,0.1429,0.0476,0.5238,1.2143,2,0.4524,0,0,0.0238,0.2143,1.5714,9,4.1463,0.119,108,0.0238,82,42.9048,2.89
0.982456,0,3.75,9,0,0,0,1.711864,5,0,15.789474,37,18,0.772727,0,1,0,17.7647,25,0.76,2,2,0,0,0.04,0.76,0,0.68,1,0.04,0,0,0,0,0.28,3,2.6667,0,50,0.04,40,26.92,3.22
1,1,3.556962,9,0,0,0,1.659091,8,0,14.78481,45,15,0.631579,0.77079,0.632456,1,11.9412,34,1.2857,5,5,0,0.0714,0.0714,0,0.5357,1.0714,2,0.3214,0,0,0,0.25,1,7,3.3704,0,63,0.0357,77,34.8214,2.56
0.883562,0,4.866667,11,0,0.10274,1,1.624204,12,100,7.753425,37,25,0.846154,0,1,0,15.6667,30,1.3947,4,6,0,0,0.0789,0.3158,0.2368,1,2,0.2895,0,0,0,0,0.6053,5,2.4667,0.0789,107,0.2105,79,35.8158,2.67
0.891892,0,4.424242,9,0,0.027027,1,1.9875,11,0,10.202703,40,7,1,0,1,0,13.7368,34,2.4,6,3,0,0,0.3,0.5,0.3,1.1,3,0.6,1,0.1,0,0,2.1,2,1.5,0,53,0.2,128,58.4,3.67
0.714286,0,3.84,8,0,0.057143,1,1.073171,4,0,7.771429,41,7,1,0.547723,1,0.547723,17.3,65,1,2,2,0.1,0,0,0,0.1,0.9,2,0.6,1,0.1,0,0,1.2,3,1.8,0,27,0,83,35.8,4.33
0.668605,0,3.182609,8,0,0.168605,1,2.690217,5,100,6.534884,37,20,0.681818,0.536606,0.154303,0.912871,14.2174,51,1.2759,5,3,0,0,0.2759,0.1034,0.1724,0.7241,3,0.4138,0,0,0.0345,0.069,1.5172,5,3.1724,0.0345,131,0,114,51.1724,3.56
0.916418,0,4.355049,10,0,0.002985,1,3.252226,30,0,7.749254,45,18,0.307692,0,1,0,10.8,26,4.6061,8,17,0,0,0.0909,0.6364,2.0606,1.6061,2,0.0606,0,0,0,0,3,2,1.8519,0,202,0.1818,122,69.1515,2.67
0.906542,0,4.536082,10,0,0.102804,1,4.383929,13,33.575,8.785047,37,16,1,0,1,0,10.2222,44,3.25,7,6,0,0.05,0.35,0.1,1.1,1.15,2,0.25,0,0,0,0,2.5,2,1.7778,0.05,93,0.1,101,48.8,2.89
0.857143,0,5.347826,9,0,0.673469,4,1.859375,6,100,8.571429,37,10,0.818182,0.470006,0.166667,0.858395,11,37,0.8571,5,4,0,0.0357,0.0357,0,0.25,0.6429,2,0.5357,0,0,0,0.1429,1.3929,6,2.4643,0.25,56,0,83,29.5714,4.22
0.852941,0,4.103448,9,0,0.029412,1,1.055556,4,0,9.941176,51,7,1,0,1,0,11.75,21,0.7273,2,2,0,0,0,0.0909,0.2727,0.6364,2,0.1818,1,0,0,0,0.4545,8,3.4545,0,24,0,103,33.8182,4.33
0.913333,0,3.036496,10,0,0.04,1,2.945122,12,0,13.233333,51,6,0.428571,0,1,0,8.087,19,4.4706,7,10,0,0,0.4118,0.9412,1.7059,1.7647,2,0.8235,3,0.2941,0,0,4.5294,2,1.7333,0,109,0.1176,90,61.2353,3.67
0.873096,0,3.110465,9,0,0.045685,1,2.043689,9,0,8.218274,45,16,0.761905,0,1,0,9.3514,20,3.1,9,11,0,0,0.2,0.5333,1.3,1.5333,2,0.3,4,0.2333,0,0,2.7333,4,2.0909,0,127,0.2667,148,45.4667,2.78
0.821429,0,3.782609,10,0,0.107143,1,1.766667,4,100,6.428571,37,8,1,0,1,0,7.6154,16,1.4167,3,4,0,0,0.1667,0.0833,0.5,0.8333,2,0.1667,1,0.1667,0,0,1.0833,2,1.5,0.0833,18,0.1667,47,22.6667,4.56
0.875,0,2.738095,8,0,0.020833,1,1.246154,6,0,8.645833,37,11,0.666667,0.665419,0.369274,1,12.1429,41,0.9091,4,5,0,0.1818,0.0455,0,0.2273,0.8636,2,0.7727,0,0,0,0.2727,2.3182,4,2.1818,0,51,0,106,28.6818,4.22
0.876623,0,4.103704,10,0,1.084416,4,2.382716,10,57.275,6.857143,37,18,0.842105,0.365148,1,0.365148,14.3929,23,1.5278,5,5,0,0.0278,0.1111,0.3611,0.4722,0.6389,1,0.2222,0,0,0,0.0278,1.4722,4,2.4667,0.1389,96,0.1667,112,45.3333,3.11
0.782178,0,5.987342,8,0,0,0,0.886957,6,0,3.108911,23,7,0.428571,0,1,0,19.7778,27,3.2,6,7,0,0,0,1.2,2.1,0.8,2,1.4,0,0,0,0,2.8,2,1.625,0,99,0.2,163,100.1,3.89
0.724138,0,4.28169,11,0,0.551724,5,3.578431,20,85.695,10.275862,57,15,0.789474,0.769319,0.667823,0.960769,6.2222,10,1.1842,5,4,0.0263,0,0.1053,0.2368,0.2105,0.5789,2,0.3947,1,0.0263,0,0.1053,1.4474,5,1.7941,0.2632,48,0.1053,108,32.4474,3.67
0.784091,0,5.15493,10,0,0,0,1.345455,8,0,6.454545,41,22,1,0.275786,0,0.881917,13.7308,39,1.1667,4,6,0,0,0.0556,0.0833,0.2222,0.8056,4,0.6111,1,0,0,0.1111,2.8889,5,2.8571,0,78,0.0278,70,33.4722,2.78
0.923077,0,6.547619,9,0,0.010989,1,0.87619,8,0,5.296703,37,16,0.590909,0.542012,0.371391,1,14.8182,31,1.2121,6,7,0,0,0,0.1818,0.1818,0.5758,2,0.3939,0,0,0,0,1.3939,24,5.5517,0,110,0.1212,125,45.6061,3.44
0.702128,0,4.12987,9,0,0.319149,3,4.098039,11,91.785,9.840426,45,16,0.8,0.417269,0.285714,0.483046,9.3571,64,1.4211,7,11,0,0,0.1579,0.0526,0.4737,0.7895,2,0.2105,1,0.0263,0,0,1.2632,3,1.9167,0.3158,54,0.0526,90,42.0526,4
0.94375,0,3.721854,11,0,0.00625,1,0.336898,2,0,7.25625,37,26,0.461538,0,1,0,11.6571,26,2.1481,5,19,0,0,0.0741,0.1481,1,1.037,3,1,3,0,0,0,2.2963,2,1.8519,0,135,0,85,55.1852,3.56
0.837398,0,3.830097,9,0,0.121951,1,11.858779,48,0,6.447154,37,33,0.307692,0,1,0,11.6944,36,3.075,4,24,0,0,0.075,0.425,1.425,2,3,0.375,3,0.725,0,0,2.5,4,1.95,0,191,0,86,56.525,2.89
0.755102,0,4.013514,9,0,0.020408,1,1.188679,4,0,7.683673,37,16,0.941176,0,1,0,13.931,63,1.9524,6,4,0,0,0.1905,0.0952,0.6667,0.7619,3,0.381,1,0.0476,0,0,1.5714,4,2.4,0,78,0.0476,115,45.1429,3.22
0.885714,0,3.842105,9,0,0.2,1,4.091743,15,99.905,8.571429,45,14,0.823529,0,1,0,11.6,61,2.1739,7,13,0,0,0.2174,0.087,0.8696,1.2174,2,0.1739,1,0.0435,0,0,1.2609,2,1.7826,0.1304,81,0,156,44.8261,3.22
0.904615,0,2.99322,9,0,0.012308,1,1.46131,18,0,9.046154,45,30,0.675676,0.431331,1,0.431331,17.3256,42,2.9512,7,18,0,0,0.1463,0.3171,1.2439,1.8049,2,0.2683,1,0.0732,0.0244,0,1.9756,4,2.0976,0,256,0,128,64.8049,2.33
0.868132,0,2.924051,9,0,0.157509,1,0.770035,7,100,7.25641,37,20,0.482759,0.751764,0.627646,1,19.8276,42,2.4571,6,13,0,0.0286,0.2286,0.3143,0.7714,1.2,2,0.4,1,0.0286,0,0.0571,2.1143,3,2.2571,0.0286,193,0,125,64.5143,2.56
0.903846,0,3.617021,14,0,0.009615,1,0.027523,2,0,9.682692,37,11,0.692308,0.856349,1,0.856349,19.6667,30,1.6316,5,4,0,0,0.0526,0.1053,0.7368,1.3684,1,0.2105,0,0,0,0.0526,0.7895,7,3.2105,0,131,0,122,53.7368,3.33
0.929688,0,4.983471,9,0,0.007813,1,1.174825,3,0,8.453125,37,16,0.8,0.624236,0.229416,0.945905,14.2857,27,1.4062,4,5,0.0625,0.0625,0.0938,0.0938,0.5312,1.0312,2,0.4688,0,0,0,0.1562,1.5938,8,3.2667,0,165,0.0625,110,45.75,3.56
0.964912,0,4.054545,10,0,0.122807,1,0.276923,3,100,7.894737,37,10,1,0.595188,1,0.668153,18.6154,44,1.1667,4,5,0,0,0.0556,0,0.5,1.2222,2,0.3889,0,0,0,0.1111,1.5556,4,2.0714,0.0556,51,0.2222,116,40,4.22
0.830769,0,4.583333,11,0,0.138462,1,2.963504,18,0,6.384615,37,8,0.363636,0,1,0,15.1429,56,1.0588,4,5,0,0,0,0.6471,0.4412,0.6471,2,0.2059,4,0.5,0,0,0.8824,4,2.7879,0,63,0.0294,79,32.7059,3.89
0.866667,0,4.192308,11,0,0.055556,1,1.684492,10,0,6.533333,37,10,0.391304,0,1,0,12.5556,56,1.5,5,8,0,0,0.1316,0.3947,0.5789,0.7895,2,0.1842,3,0.2632,0,0,1.0526,4,2.7273,0,116,0.1316,95,38.0789,3.56
